year,opening_cash,opening_financial_debt,opening_revolver,opening_lease_liability,entry_enterprise_value,transaction_fees,purchase_price,total_uses,debt_sources,cash_sources,opening_cash_use,total_sources,sponsor_equity,revenue,ebitda,da,ebit,negative_ebitda_flag,operating_cash_generation,cash_before_financing,cash_taxes,capex,working_capital,delta_working_capital,cash_interest,lease_interest_cash_payment,lease_interest,lease_principal_cash_payment,lease_additions,scheduled_debt_amortisation,actual_mandatory_amortisation,unpaid_amortisation,payment_default_flag,cash_after_mandatory_amortisation,revolver_draw_for_amortisation,revolver_draw_for_liquidity,revolver_draw,revolver_repayment,cash_sweep,funding_deficit,insolvency_flag,cash_after_financing,debt_balance,revolver_balance,lease_liability,cash,ending_cash,exit_enterprise_value,exit_equity,scenario_id,scenario_type,analytic_leverage,analytic_icr,simulated_leverage,simulated_icr,leverage_difference,icr_difference
1,51.0,682.5,0.0,520.0,12600.0,378.0,12600.0,13029.0,682.5,0.0,51.0,13029.0,12346.5,1680.0,343.18290888535347,50.4,292.7829088853535,False,152.5746816640151,157.3642994820087,56.458227221338376,67.2,33.6,0.0,40.949999999999996,26.0,26.0,46.21038218200639,16.360988158081444,30.0,30.0,0.0,False,127.3642994820087,0.0,0.0,0.0,0.0,93.22309040130922,0.0,False,34.14120908069948,559.2769095986907,0.0,490.15060597607504,34.14120908069948,34.14120908069948,0.0,0.0,0091,downside,2.731686070211168,6.669996894947022,2.958440762075483,5.125958310460844,-0.2267546918643153,1.5440385844861773
2,34.14120908069948,559.2769095986907,0.0,490.15060597607504,12600.0,378.0,12600.0,13029.0,682.5,0.0,51.0,13029.0,12346.5,1661.7435421996786,339.45356109139095,49.85230626599036,289.6012548254006,False,157.40052619701623,147.98395291445328,57.88427748766885,66.46974168798714,33.23487084399357,-0.36512915600643225,33.556614575921444,24.507530298803754,24.507530298803754,43.55778236326241,16.18319429505789,30.0,30.0,0.0,False,117.98395291445328,0.0,0.0,0.0,0.0,87.66614451878517,0.0,False,30.31780839566811,441.61076507990555,0.0,462.77601790787054,30.31780839566811,30.31780839566811,0.0,0.0,0091,downside,2.3962162889131027,7.654862602709431,2.574929459516799,5.84618204270071,-0.17871317060369618,1.808680560008721
3,30.31780839566811,441.61076507990555,0.0,462.77601790787054,12600.0,378.0,12600.0,13029.0,682.5,0.0,51.0,13029.0,12346.5,1643.6854762156756,335.76473989303753,49.31056428647027,286.4541756065673,False,161.53835316230786,150.73105261145724,59.204682201594856,65.74741904862702,32.87370952431351,-0.3611613196800576,26.49664590479433,23.13880089539353,23.13880089539353,41.125108946518715,16.007332507128055,30.0,30.0,0.0,False,120.73105261145724,0.0,0.0,0.0,0.0,89.2935347479425,0.0,False,31.437517863514742,322.31723033196306,0.0,437.6582414684799,31.437517863514742,31.437517863514742,0.0,0.0,0091,downside,2.049439840195452,9.04746209733505,2.1697869590744223,6.764616046364806,-0.12034711887897043,2.2828460509702433
4,31.437517863514742,322.31723033196306,0.0,437.6582414684799,12600.0,378.0,12600.0,13029.0,682.5,0.0,51.0,13029.0,12346.5,1625.8236461361919,332.11600489024397,48.77470938408575,283.3412955061582,False,165.68851234984007,158.2330405915023,60.5298374032041,65.03294584544767,32.516472922723835,-0.3572366015896762,19.339033819917784,21.882912073423995,21.882912073423995,38.89298962185249,15.833381798549425,30.0,30.0,0.0,False,128.2330405915023,0.0,0.0,0.0,0.0,93.73773528107061,0.0,False,34.495305310431675,198.57949505089243,0.0,414.59863364517685,34.495305310431675,34.495305310431675,0.0,0.0,0091,downside,1.689468206201842,11.173902556943645,1.7424117322405999,8.056776498362435,-0.05294352603875785,3.11712605858121
5,34.495305310431675,198.57949505089243,0.0,414.59863364517685,12600.0,378.0,12600.0,13029.0,682.5,0.0,51.0,13029.0,12346.5,1608.1559194775907,328.50692046876185,48.24467758432772,280.26224288443416,False,169.9849514627374,167.63648501762816,61.904385374780446,64.32623677910362,32.16311838955181,-0.35335453317202337,11.914769703053546,20.729931682258844,20.729931682258844,36.843771755540914,15.661321401738952,30.0,30.0,0.0,False,137.63648501762816,0.0,0.0,0.0,0.0,99.30836440537617,0.0,False,38.32812061225199,69.27113064551627,0.0,393.4161832913749,38.32812061225199,38.32812061225199,2628.055363750095,2164.275339969204,0091,downside,1.3143570036019812,14.83196309834959,1.2917815938827142,10.063100795174213,0.02257540971926697,4.768862303175377
1,60.0,650.0,0.0,500.0,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1680.0,426.6930101849482,50.4,376.29301018494823,False,217.41975763871113,226.55995597652583,78.07325254623706,67.2,33.6,0.0,39.0,25.0,25.0,50.859801662185305,11.73988118317473,30.0,30.0,0.0,False,196.55995597652583,0.0,0.0,0.0,0.0,154.53822235164895,0.0,False,42.02173362487687,465.461777648351,0.0,460.8800795209894,42.02173362487687,42.02173362487687,0.0,0.0,0092,base,2.4971654119396285,7.326451226984134,2.0724973281403387,6.667078284139816,0.4246680837992898,0.6593729428443185
2,42.02173362487687,465.461777648351,0.0,460.8800795209894,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1659.3289495546246,421.442895459816,49.77986848663873,371.66302697317724,False,224.33861876703133,219.47981352292882,80.17282908455668,66.37315798218499,33.186578991092496,-0.41342100890750544,27.92770665890106,23.04400397604947,23.04400397604947,46.88053886897942,11.595431375936563,30.0,30.0,0.0,False,189.47981352292882,0.0,0.0,0.0,0.0,149.70880479610932,0.0,False,39.7710087268195,285.75297285224167,0.0,425.59497202794654,39.7710087268195,39.7710087268195,0.0,0.0,0092,base,2.057298474331608,9.0150924918201,1.5935182284201126,8.268172486462305,0.46378024591149547,0.7469200053577953
3,39.7710087268195,285.75297285224167,0.0,425.59497202794654,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1638.9122397797942,416.25737917892616,49.16736719339382,367.0900119855323,False,230.51802555744902,226.99768255273918,82.16627125325013,65.55648959119176,32.77824479559588,-0.4083341954966144,17.1451783711345,21.27974860139733,21.27974860139733,43.291351731529325,11.452758907539021,30.0,30.0,0.0,False,196.99768255273918,0.0,0.0,0.0,0.0,154.83679888814464,0.0,False,42.160883664594536,100.91617396409703,0.0,393.7563792039562,42.160883664594536,42.160883664594536,0.0,0.0,0092,base,1.6007910134337884,11.880089238365894,1.0870958501589683,10.83300378102186,0.5136951632748201,1.0470854573440338
4,42.160883664594536,100.91617396409703,0.0,393.7563792039562,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1618.746741217871,411.1356665103147,48.56240223653613,362.5732642737786,False,236.83869871586091,238.94683968138855,84.20761871893373,64.74986964871484,32.37493482435742,-0.403309971238464,6.054970437845822,19.687818960197813,19.687818960197813,40.052742699066876,11.311841909255415,30.0,30.0,0.0,False,208.94683968138855,0.0,0.0,0.0,0.0,70.91617396409703,0.0,False,138.03066571729153,0.0,0.0,365.01547841414475,138.03066571729153,138.03066571729153,0.0,0.0,0092,base,1.1249039951817286,17.83046390906071,0.5520922439628783,15.970905877882824,0.5728117512188503,1.8595580311778868
5,138.03066571729153,0.0,0.0,365.01547841414475,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1598.8293629166797,406.07697240178635,47.964880887500385,358.11209151428596,False,239.30604213204103,340.20747817779045,84.96532939839469,63.95317451666719,31.976587258333595,-0.3983475660238227,0.0,18.25077392070724,18.25077392070724,37.12922967154216,11.172658781436171,0.0,0.0,0.0,False,340.20747817779045,0.0,0.0,0.0,0.0,0.0,0.0,False,340.20747817779045,0.0,0.0,339.0589075240388,340.20747817779045,340.20747817779045,3248.615779214291,3201.0351131798284,0092,base,0.7999632292422486,26.863035738559834,-0.0028284555190567205,22.24984946753701,0.8027916847613054,4.613186271022823
1,35.0,470.0,0.0,360.0,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,980.0,171.87883653205853,29.4,142.47883653205852,False,62.40912739904388,55.61479761711,24.06970913301463,39.2,19.6,0.0,28.2,18.0,18.0,41.79432978193388,17.192605538090774,30.0,30.0,0.0,False,25.61479761711,0.0,0.0,0.0,0.0,0.6147976171099998,0.0,False,25.0,439.38520238289,0.0,335.3982757561569,25.0,25.0,0.0,0.0,0093,base,3.439793960510169,5.23957045723226,4.362279226850588,3.7203211370575437,-0.922485266340419,1.519249320174716
2,25.0,439.38520238289,0.0,335.3982757561569,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1034.6475815814595,181.4632883091116,31.03942744744378,150.4238608616678,False,69.02869875072113,55.09051501392996,26.82270873272164,41.38590326325838,20.69295163162919,1.0929516316291874,26.3631121429734,16.769913787807848,16.769913787807848,38.938183736791174,18.15131402149962,30.0,30.0,0.0,False,25.09051501392996,0.0,0.0,0.0,0.0,0.09051501392995931,0.0,False,25.0,409.29468736896,0.0,314.61140604086535,25.0,25.0,0.0,0.0,0093,base,2.9215452740209704,6.157458332457939,3.851501314245346,4.207061396534506,-0.9299560402243756,1.9503969359234326
3,25.0,409.29468736896,0.0,314.61140604086535,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1092.3424674207786,191.5821963212668,32.770274022623354,158.81192229864342,False,76.81543067485276,65.29050607143657,29.63091768861564,43.69369869683114,21.84684934841557,1.153897716786382,24.5576812421376,15.730570302043269,15.730570302043269,36.524924603416196,19.16348281109206,30.0,30.0,0.0,False,35.29050607143657,0.0,0.0,0.0,0.0,10.290506071436567,0.0,False,25.0,369.0041812975235,0.0,297.24996424854123,25.0,25.0,0.0,0.0,0093,base,2.438116581336993,7.380234524046564,3.347148941077682,4.755286937959422,-0.9090323597406886,2.624947586087142
4,25.0,369.0041812975235,0.0,297.24996424854123,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1153.2545838526864,202.2653633651664,34.597637515580594,167.6677258495858,False,85.24794440231548,75.73860264267219,32.666244189826834,46.13018335410746,23.06509167705373,1.2182423286381585,22.140250877851408,14.862498212427063,14.862498212427063,34.5093417596433,20.232093005279864,30.0,30.0,0.0,False,45.73860264267219,0.0,0.0,0.0,0.0,20.73860264267219,0.0,False,25.0,318.2655786548513,0.0,282.9727154941778,25.0,25.0,0.0,0.0,0093,base,1.9835314123581382,9.102241469918358,2.848922250265353,5.466225303197985,-0.8653908379072146,3.636016166720373
5,25.0,318.2655786548513,0.0,282.9727154941778,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1217.5633327866476,213.54425412598425,36.52689998359943,177.01735414238482,False,94.36777942974294,86.51596001126234,35.943195912096215,48.702533311465906,24.351266655732953,1.2861749786792238,19.095934719291076,14.148635774708891,14.148635774708891,32.85181941848061,21.36029193698365,30.0,30.0,0.0,False,56.51596001126234,0.0,0.0,0.0,0.0,31.515960011262337,0.0,False,25.0,256.749618643589,0.0,271.48118801268083,25.0,25.0,1708.354033007874,1179.497915856486,0093,base,1.5527851633615746,11.726491638777086,2.3565644915895505,6.423432486953774,-0.8037793282279759,5.3030591518233114
1,60.0,650.0,0.0,500.0,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1680.0,366.11431255452453,50.4,315.71431255452455,False,171.98573441589343,180.38873309693727,62.92857813863114,67.2,33.6,0.0,39.0,25.0,25.0,51.59700131895615,9.060001870761496,30.0,30.0,0.0,False,150.38873309693727,0.0,0.0,0.0,0.0,112.4706373421271,0.0,False,37.91809575481017,507.52936265787287,0.0,457.46300055180535,37.91809575481017,37.91809575481017,0.0,0.0,0094,base,2.2765147139764705,8.018432862460937,2.532198921660024,5.720536133664446,-0.2556842076835535,2.2978967287964913
2,37.91809575481017,507.52936265787287,0.0,457.46300055180535,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,1845.2717915338278,402.1311984724186,55.358153746014835,346.7730447264038,False,198.32794595849094,189.03860362761083,73.36203323483528,73.81087166135312,36.90543583067656,3.305435830676558,30.451761759472372,22.87315002759027,22.87315002759027,47.20743808569028,9.951289216285655,30.0,30.0,0.0,False,159.03860362761083,0.0,0.0,0.0,0.0,117.86374829096304,0.0,False,41.17485533664778,359.66561436690984,0.0,420.2068516824007,41.17485533664778,41.17485533664778,0.0,0.0,0094,base,1.6858826726821243,10.969557131407987,1.83695672834827,7.541150749169756,-0.15107405566614562,3.428406382238231
3,41.17485533664778,359.66561436690984,0.0,420.2068516824007,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,2026.8023718038469,441.69128395050313,60.804071154115405,380.88721279638776,False,229.824064689251,227.63609306491628,84.57423333756329,81.07209487215388,40.53604743607694,3.6306116054003823,21.579936862014588,21.01034258412004,21.01034258412004,43.36282696098248,10.930257904884936,30.0,30.0,0.0,False,197.63609306491628,0.0,0.0,0.0,0.0,141.9289111328516,0.0,False,55.707181932064685,187.73670323405824,0.0,387.77428262630315,55.707181932064685,55.707181932064685,0.0,0.0,0094,base,1.142981831554398,16.668261583126647,1.1768486787403916,10.370706407529564,-0.03386684718599353,6.297555175597083
4,55.707181932064685,187.73670323405824,0.0,387.77428262630315,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,2226.1912164901764,485.14313502394145,66.78573649470529,418.35739852923615,False,264.5286725942798,280.2198741820912,96.92612055096937,89.04764865960706,44.52382432980353,3.98777689372659,11.264202194043493,19.388714131315158,19.388714131315158,40.01598034425328,12.005533682186792,30.0,30.0,0.0,False,250.2198741820912,0.0,0.0,0.0,0.0,157.73670323405824,0.0,False,92.48317094803295,0.0,0.0,359.7638359642367,92.48317094803295,92.48317094803295,0.0,0.0,0094,base,0.6410505658365198,32.36381759238563,0.5509315616782121,15.826981350632224,0.09011900415830765,16.536836241753406
5,92.48317094803295,0.0,0.0,359.7638359642367,12600.0,378.0,12600.0,13038.0,650.0,0.0,60.0,13038.0,12388.0,2445.1951513986305,532.8696082833131,73.35585454195892,459.5137537413542,False,302.3121412452014,357.6698419557155,110.38139048578559,97.80780605594522,48.90390302797261,4.380078698169079,0.0,17.988191798211837,17.988191798211837,37.12547023751889,13.186590860743175,0.0,0.0,0.0,False,357.6698419557155,0.0,0.0,0.0,0.0,0.0,0.0,False,357.6698419557155,0.0,0.0,335.82495658746103,357.6698419557155,357.6698419557155,4262.956866266505,4220.857398640762,0094,base,0.46621026095293694,46.08035564997416,-0.040994804411213726,29.623300343967003,0.5072050653641507,16.457055306007156
1,29.75,493.5,0.0,374.40000000000003,7350.0,220.5,7350.0,7600.25,493.5,0.0,29.75,7600.25,7106.75,980.0,170.05368259598262,29.4,140.65368259598262,False,59.44276194698696,44.33051716931852,23.080920648995654,39.2,19.6,0.0,29.61,18.720000000000002,18.720000000000002,44.862244777668444,9.106876101310014,30.0,30.0,0.0,False,14.330517169318519,0.0,10.669482830681481,10.669482830681481,0.0,0.0,0.0,False,25.0,463.5,10.669482830681481,338.64463132364165,25.0,25.0,0.0,0.0,0095,downside,3.6965335006681803,4.859291172792878,4.632737745680166,3.5185947154144968,-0.9362042450119858,1.3406964573783808
2,25.0,463.5,10.669482830681481,338.64463132364165,7350.0,220.5,7350.0,7600.25,493.5,0.0,29.75,7600.25,7106.75,1024.7134230047484,177.81254202805343,30.74140269014245,147.07113933791098,False,65.12515141127355,49.547271221411116,25.422184700472002,40.98853692018994,20.49426846009497,0.8942684600949669,28.450168969840888,16.932231566182082,16.932231566182082,40.577880189862434,9.52238590066686,30.0,30.0,0.0,False,19.547271221411116,0.0,5.4527287785888845,5.4527287785888845,0.0,0.0,0.0,False,25.0,433.5,16.122211609270366,307.5891370344461,25.0,25.0,0.0,0.0,0095,downside,3.2491215599515892,5.496505368399615,4.117883588482728,3.918094678286399,-0.868762028531139,1.5784106901132158
3,25.0,433.5,16.122211609270366,307.5891370344461,7350.0,220.5,7350.0,7600.25,493.5,0.0,29.75,7600.25,7106.75,1071.4669380470496,185.9254067293289,32.14400814141148,153.7813985879174,False,71.91871709841263,60.06204200067993,27.85615225990972,42.85867752188198,21.42933876094099,0.9350703008460215,26.97733269655622,15.379456851722304,15.379456851722304,36.8566750977327,9.956853725963768,30.0,30.0,0.0,False,30.06204200067993,0.0,0.0,0.0,5.062042000679931,0.0,0.0,False,25.0,403.5,11.060169608590435,280.68931566267713,25.0,25.0,0.0,0.0,0095,downside,2.8355819141329417,6.267722076418501,3.6049375771812615,4.3895065870705325,-0.7693556630483198,1.8782154893479683
4,25.0,403.5,11.060169608590435,280.68931566267713,7350.0,220.5,7350.0,7600.25,493.5,0.0,29.75,7600.25,7106.75,1120.3536262475602,194.4084285236334,33.610608787426806,160.7978197362066,False,79.23603780593216,70.60261690386147,30.47243594413933,44.81414504990241,22.407072524951204,0.977733764010214,24.873610176515427,14.034465783133857,14.034465783133857,33.63342090207069,10.411144554989711,30.0,30.0,0.0,False,40.602616903861474,0.0,0.0,0.0,11.060169608590435,4.542447295271039,0.0,False,25.0,368.957552704729,0.0,257.4670393155962,25.0,25.0,0.0,0.0,0095,downside,2.4499629037644226,7.227319018954657,3.0936137727547783,4.996608640459378,-0.6436508689903557,2.230710378495279
5,25.0,368.957552704729,0.0,257.4670393155962,7350.0,220.5,7350.0,7600.25,493.5,0.0,29.75,7600.25,7106.75,1171.4708156407348,203.2784961769657,35.14412446922204,168.13437170774364,False,87.10562299048922,81.2547967619693,33.28089164492002,46.8588326256294,23.4294163128147,1.0223437878634947,22.137453162283737,12.873351965779811,12.873351965779811,30.850826228519924,10.886162830959956,30.0,30.0,0.0,False,51.2547967619693,0.0,0.0,0.0,0.0,26.254796761969303,0.0,False,25.0,312.70275594275967,0.0,237.50237591803622,25.0,25.0,1626.2279694157255,1076.6294180136936,0095,downside,2.087245938554669,8.463404564157342,2.583672851473549,5.806164566436208,-0.4964269129188801,2.657239997721134
1,35.0,470.0,0.0,360.0,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,980.0,172.36921656609584,29.4,142.96921656609584,False,62.77691242457189,52.84147181668,24.19230414152396,39.2,19.6,0.0,28.2,18.0,18.0,44.93544060789189,10.22320703326114,30.0,30.0,0.0,False,22.84147181668,0.0,2.1585281833200014,2.1585281833200014,0.0,0.0,0.0,False,25.0,440.0,2.1585281833200014,325.2877664253692,25.0,25.0,0.0,0.0,0096,base,3.5798491345741095,5.02140506507523,4.307302135494678,3.730935423508568,-0.7274530009205682,1.2904696415666623
2,25.0,440.0,2.1585281833200014,325.2877664253692,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1000.502199285429,175.97528598314827,30.01506597856287,145.9602200045854,False,66.95967401567543,51.35703760267268,25.791579998079435,40.02008797141716,20.01004398570858,0.4100439857085796,26.5295116909992,16.264388321268463,16.264388321268463,40.60263641300275,10.437082776049017,30.0,30.0,0.0,False,21.357037602672683,0.0,3.6429623973273166,3.6429623973273166,0.0,0.0,0.0,False,25.0,410.0,5.801490580647318,295.1222127884155,25.0,25.0,0.0,0.0,0096,base,3.1867364642598974,5.611098796552163,3.8978411061354845,4.1121581798504385,-0.7111046418755871,1.4989406167017245
3,25.0,410.0,5.801490580647318,295.1222127884155,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1021.4333171173269,179.65679657757366,30.642999513519804,149.01379706405385,False,71.34924221453444,59.511890367802565,27.32739924744856,40.85733268469308,20.42866634234654,0.41862235663795744,24.94808943483884,14.756110639420775,14.756110639420775,36.83735184673188,10.6554329301644,30.0,30.0,0.0,False,29.511890367802565,0.0,0.0,0.0,4.511890367802565,0.0,0.0,False,25.0,380.0,1.2896002128447535,268.940293871848,25.0,25.0,0.0,0.0,0096,base,2.815469295800777,6.323336242718841,3.4801349350272193,4.5248814040216825,-0.6646656392264423,1.7984548386971584
4,25.0,380.0,1.2896002128447535,268.940293871848,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1042.802326733976,183.41532662493609,31.284069802019282,152.1312568229168,False,75.99974612774255,67.43043889899974,28.951716529138437,41.71209306935904,20.85604653467952,0.42738019233298274,22.877376012770682,13.4470146935924,13.4470146935924,33.56930722874282,10.878351103028434,30.0,30.0,0.0,False,37.43043889899974,0.0,0.0,0.0,1.2896002128447535,11.140838686154986,0.0,False,25.0,338.859161313845,0.0,246.2493377461336,25.0,25.0,0.0,0.0,0096,base,2.4615427385623714,7.208870091493378,3.053771510629197,5.049371044035338,-0.5922287720668256,2.1594990474580404
5,25.0,338.859161313845,0.0,246.2493377461336,7350.0,220.5,7350.0,7605.5,470.0,0.0,35.0,7605.5,7135.5,1064.6183890992913,187.25248741928965,31.93855167297874,155.3139357463109,False,80.91993424683093,75.18292732731956,30.66747979504338,42.584735563971655,21.292367781985828,0.4363212473063065,20.331549678830697,12.31246688730668,12.31246688730668,30.73700691951138,11.105932860386755,30.0,30.0,0.0,False,45.18292732731956,0.0,0.0,0.0,0.0,20.18292732731956,0.0,False,25.0,288.6762339865254,0.0,226.61826368700895,25.0,25.0,1498.0198993543172,985.255103190468,0096,base,2.121039362446411,8.3502136712861,2.6183603990033144,5.736196311502068,-0.49732103655690363,2.6140173597840324
1,25.5,409.5,0.0,312.0,5700.0,171.0,5700.0,5896.5,409.5,0.0,25.5,5896.5,5487.0,760.0,133.34002028016846,22.8,110.54002028016846,False,45.17751521012636,34.226025468628066,17.592505070042115,30.400000000000002,15.200000000000001,0.0,24.57,15.600000000000001,15.600000000000001,36.45148974149829,11.785642003596688,30.0,30.0,0.0,False,4.226025468628066,0.0,20.773974531371934,20.773974531371934,0.0,0.0,0.0,False,25.0,379.5,20.773974531371934,287.3341522620984,25.0,25.0,0.0,0.0,0097,downside,4.330888000184721,4.1378321324617255,4.969311729525958,3.319393086387066,-0.6384237293412367,0.8184390460746593
2,25.0,379.5,20.773974531371934,287.3341522620984,5700.0,171.0,5700.0,5896.5,409.5,0.0,25.5,5896.5,5487.0,774.6240733911092,135.90577586247,23.238722201733275,112.66705366073671,False,47.67420848007885,39.10447160968145,18.57097689393737,30.98496293564437,15.492481467822184,0.2924814678221832,24.016438471882317,14.366707613104921,14.366707613104921,33.5697368703974,12.012423705730816,30.0,30.0,0.0,False,9.104471609681447,0.0,15.895528390318553,15.895528390318553,0.0,0.0,0.0,False,25.0,349.5,36.66950292169049,265.7768390974319,25.0,25.0,0.0,0.0,0097,downside,3.947116601294554,4.511242262482304,4.613095639537509,3.540766970001625,-0.6659790382429547,0.9704752924806788
3,25.0,349.5,36.66950292169049,265.7768390974319,5700.0,171.0,5700.0,5896.5,409.5,0.0,25.5,5896.5,5487.0,789.5295461539928,138.52090223153368,23.68588638461978,114.8350158469139,False,50.58859787075805,44.53743849932253,19.59400092918522,31.581181846159712,15.790590923079856,0.29810945525767174,23.17017017530143,13.288841954871595,13.288841954871595,31.051159371435514,12.243569187148852,30.0,30.0,0.0,False,14.537438499322533,0.0,10.462561500677467,10.462561500677467,0.0,0.0,0.0,False,25.0,319.5,47.132064422367954,246.96924891314524,25.0,25.0,0.0,0.0,0097,downside,3.5870751906060194,4.935323915835307,4.249187695526868,3.799359723103839,-0.6621125049208487,1.1359641927314676
4,25.0,319.5,47.132064422367954,246.96924891314524,5700.0,171.0,5700.0,5896.5,409.5,0.0,25.5,5896.5,5487.0,804.7218330321574,141.1863493900029,24.14165499096472,117.04469439903818,False,53.67266699814428,49.81883032114732,20.67457702200971,32.188873321286295,16.094436660643147,0.30384573756329125,21.997923865342074,12.348462445657262,12.348462445657262,28.85383667699696,12.479162416572521,30.0,30.0,0.0,False,19.818830321147317,0.0,5.181169678852683,5.181169678852683,0.0,0.0,0.0,False,25.0,289.5,52.31323410122064,230.5945746527208,25.0,25.0,0.0,0.0,0097,downside,3.2464332192582765,5.425041856693543,3.8772006721543737,4.11066096187209,-0.6307674528960971,1.3143808948214533
5,25.0,289.5,52.31323410122064,230.5945746527208,5700.0,171.0,5700.0,5896.5,409.5,0.0,25.5,5896.5,5487.0,820.2064529606971,143.9030856206637,24.60619358882091,119.29689203184277,False,56.93202001167235,54.991264330906915,21.814592313283374,32.80825811842789,16.404129059213943,0.309692398570796,20.508794046073238,11.529728732636041,11.529728732636041,26.94075568076543,12.719288978466636,30.0,30.0,0.0,False,24.991264330906915,0.0,0.008735669093084653,0.008735669093084653,0.0,0.0,0.0,False,25.0,259.5,52.32196977031372,216.37310795042202,25.0,25.0,1151.2246849653095,630.7612369700942,0097,downside,2.9213896841342892,6.001653697870424,3.496763641658006,4.491564315077983,-0.5753739575237167,1.510089382792441
1,30.0,390.0,0.0,300.0,5700.0,171.0,5700.0,5901.0,390.0,0.0,30.0,5901.0,5511.0,760.0,158.38686670061904,22.8,135.58686670061903,False,65.29015002546427,56.79093381578996,24.296716675154755,30.400000000000002,15.200000000000001,0.0,23.4,15.0,15.0,38.49921620967431,11.742248977217802,30.0,30.0,0.0,False,26.790933815789963,0.0,0.0,0.0,0.0,1.7909338157899626,0.0,False,25.0,358.20906618421003,0.0,273.24303276754347,25.0,25.0,0.0,0.0,0098,base,3.6310136724499795,4.93817978032065,3.82892920091703,4.124657986995287,-0.19791552846705063,0.8135217933253625
2,25.0,358.20906618421003,0.0,273.24303276754347,5700.0,171.0,5700.0,5901.0,390.0,0.0,30.0,5901.0,5511.0,865.7388867419947,180.42324954203508,25.97216660225984,154.45108293977523,False,78.70012389549927,68.63464857448335,29.824096832586363,34.629555469679794,17.314777734839897,2.1147777348398957,21.4925439710526,13.662151638377175,13.662151638377175,35.065475321015924,13.375949417610352,30.0,30.0,0.0,False,38.63464857448335,0.0,0.0,0.0,0.0,13.63464857448335,0.0,False,25.0,314.57441760972665,0.0,251.5535068641379,25.0,25.0,0.0,0.0,0098,base,2.8655411298925317,6.229229781829677,2.999213936382364,5.132266014945638,-0.13367280648983249,1.0969637668840386
3,25.0,314.57441760972665,0.0,251.5535068641379,5700.0,171.0,5700.0,5901.0,390.0,0.0,30.0,5901.0,5511.0,986.1892368648269,205.52555684328232,29.585677105944804,175.93987973733752,False,96.09490513205535,88.81286230184122,36.12193483438676,39.447569474593074,19.723784737296537,2.40900700245664,18.8744650565836,12.577675343206895,12.577675343206895,32.28204283021412,15.236946786735814,30.0,30.0,0.0,False,58.81286230184122,0.0,0.0,0.0,0.0,33.81286230184122,0.0,False,25.0,250.76155530788543,0.0,234.50841082065958,25.0,25.0,0.0,0.0,0098,base,2.20981394764858,8.062649231748674,2.2394780152791935,6.534549134997863,-0.029664067630613467,1.5281000967508112
4,25.0,250.76155530788543,0.0,234.50841082065958,5700.0,171.0,5700.0,5901.0,390.0,0.0,30.0,5901.0,5511.0,1123.3978579477534,234.12035102438395,33.7019357384326,200.41841528595134,False,116.25732506869787,111.16269169812554,43.41182535661131,44.93591431791014,22.46795715895507,2.744172421658533,15.045693318473125,11.72542054103298,11.72542054103298,30.09463337057233,17.356864932231154,30.0,30.0,0.0,False,81.16269169812554,0.0,0.0,0.0,0.0,55.08201700560043,0.0,False,26.080674692525115,165.679538302285,0.0,221.7706423823184,26.080674692525115,26.080674692525115,0.0,0.0,0098,base,1.6427592741994952,10.86917137733174,1.5435202638767664,8.745259993776859,0.09923901032272875,2.1239113835548817
